record_id,title,year,doi_url,screening_decision,exclude_code,source
REC_06726,AI as my teacher: adoption of AI-driven virtual teaching assistants among students using the unified theory of acceptance and use of technology 2,2025,https://doi.org/10.1108/HESWBL-02-2025-0062,I,,Tab2_AutoINC_R1
REC_06735,Developing enrollment intentions for work-based learning that uses artificial intelligence (AI): aspects for marketing interventions for higher education institutions,2025,https://doi.org/10.1108/HESWBL-10-2024-0315,I,,Tab2_AutoINC_R1
REC_07099,Understanding AI acceptance among Indonesian pre-service teachers: the mediating role of anxiety and self-efficacy in a UTAUT framework,2025,https://doi.org/10.1108/JARHE-05-2025-0358,I,,Tab2_AutoINC_R1
REC_07117,Exploring student adoption of ChatGPT: an extended UTAUT2 framework analysis using structural equation modeling,2025,https://doi.org/10.1108/JARHE-09-2024-0519,I,,Tab1_IRR
REC_07204,ChatGPT in the classroom: navigating the generative AI wave among international business students - a moderated mediation approach,2025,https://doi.org/10.1108/JIEB-08-2024-0097,I,,Tab2_AutoINC_R1
REC_07616,The Influence of Social Support Theory on AI Acceptance: Examining Educational Support and Perceived Usefulness Using SEM Analysis,2025,https://doi.org/10.1109/ACCESS.2025.3534099,I,,Tab2_Blue
REC_07619,What Motivates Second Language Majors to Use Generative AI for Informal Learning? Insights From the Theory of Planned Behavior,2025,https://doi.org/10.1109/ACCESS.2025.3544489,I,,Tab2_AutoINC_R1
REC_07630,Key Factors Influencing Preservice Chinese Teachers' Willingness for Implementing AI Applications in Higher Education,2025,https://doi.org/10.1109/ACCESS.2025.3568834,I,,Tab2_AutoINC_R1
REC_07671,Determinants of Generative AI Adoption Through the UTAUT Model: Insights From Postgraduate Business Students,2025,https://doi.org/10.1109/RITA.2025.3613135,I,,Tab2_AutoINC_R1
REC_07999,Gen AI Literacy and Acceptance Among EFL Teachers: An Exploration Through the UTAUT Model and Self-Determination Theory,2025,https://doi.org/10.1111/ejed.70364,I,,Tab2_AutoINC_R1
REC_08053,What Drives University Students to Use ChatGPT for Translation? Disciplinary and Experiential Influences,2025,https://doi.org/10.1111/ijal.12856,I,,Tab2_AutoINC_R1
REC_08198,College Students' Behavioural Intentions of AI-Assisted Language Learning: Based on the Technology Acceptance Model,2025,https://doi.org/10.1111/jcal.70075,I,,Tab2_Blue
REC_08613,AI Adoption and Educational Effectiveness in Emerging Higher Education Institutions: The Moderating Role of Digital Literacy and Institutional Support,2025,https://doi.org/10.1142/S021964922550090X,I,,Tab2_AutoINC_R1
REC_08634,Understanding the Effect of Risk Perception on the Acceptance and Use of Large Language Models Among University Students,2025,https://doi.org/10.1145/3757693,I,,Tab1_IRR
REC_08960,Investigating the factors influencing the adoption and use of artificial intelligence applications among Pakistani university research scholars: An empirical study,2025,https://doi.org/10.1177/02666669251333147,I,,Tab1_IRR
REC_08967,"Impact of technology literacy, information literacy, and user satisfaction on the adoption of GAI-ChatGPT for learning, knowledge acquisition, and knowledge dissemination among Chinese students",2025,https://doi.org/10.1177/02666669251366666,I,,Tab2_AutoINC_R1
REC_08993,Generative AI in Higher Education Assessments: Examining Risk and Tech-Savviness on Student's Adoption,2025,https://doi.org/10.1177/02734753241302459,I,,Tab2_AutoINC_R1
REC_09123,Impact of AI adoption on the digital workplace and accounting education for university students,2025,https://doi.org/10.1177/09504222251376760,I,,Tab2_AutoINC_R1
REC_09449,Generative AI Use Among Saudi and Korean Language Learners in Higher Education: Examination Through a Modified TAM Framework,2025,https://doi.org/10.1177/21582440251387804,I,,Tab2_AutoINC_R1
REC_09455,Predicting Chinese Postgraduates' Intention to Use Generative Artificial Intelligence in Academic Writing: A Sequential Exploratory Mixed-Method Study,2025,https://doi.org/10.1177/21582440251406744,I,,Tab2_AutoINC_R1
REC_09466,"Chatting Heavily with ChatGPT: Investigating Usefulness, Privacy, Integrity, Ease, and Intention as Drivers of Technology Acceptance Among Business Communication Students",2025,https://doi.org/10.1177/23294906251319016,I,,Tab2_AutoINC_R1
REC_09774,Assessing ChatGPT adoption in Jordanian medical education: a UTAUT model approach,2025,https://doi.org/10.1186/s12909-025-07336-y,I,,Tab2_AutoINC_R1
REC_09777,Using Generative AI in nursing education: Students' perceptions,2025,https://doi.org/10.1186/s12909-025-07416-z,I,,Tab3_R1
REC_09827,"Generative artificial intelligence acceptance, anxiety, and behavioral intention in the middle east: a TAM-based structural equation modelling approach",2025,https://doi.org/10.1186/s12912-025-03436-8,I,,Tab3_R1
REC_09828,Insights into the relationship between anxiety and attitudes toward artificial intelligence among nursing students,2025,https://doi.org/10.1186/s12912-025-03490-2,I,,Tab2_AutoINC_R1
REC_09832,Applying the technology acceptance model to examine factors influencing chatbot use in HPV prevention education among nursing students,2025,https://doi.org/10.1186/s12912-025-03620-w,I,,Tab2_AutoINC_R1
REC_10018,What is the influence of psychosocial factors on artificial intelligence appropriation in college students?,2025,https://doi.org/10.1186/s40359-024-02328-x,I,,Tab3_R1
REC_10134,Artificial intelligence and communication technologies in academia: faculty perceptions and the adoption of generative AI,2025,https://doi.org/10.1186/s41239-025-00511-7,I,,Tab2_AutoINC_R1
REC_10137,In GenAI we trust: An investigation of university students' reliance on and resistance to generative AI in language learning,2025,https://doi.org/10.1186/s41239-025-00547-9,I,,Tab3_R1
REC_10262,Determining Factors Influencing Indonesian Higher Education Students' Intention to Adopt Artificial Intelligence Tools for Self-Directed Learning Management,2025,https://doi.org/10.12973/eu-jer.14.3.805,I,,Tab2_AutoINC_R1
REC_10950,Understanding university students' adoption of ChatGPT: A TAM-based exploration of key factors,2025,https://doi.org/10.15240/tul/001/2025-5-023,I,,Tab3_R1
REC_11027,Antecedents of students' behavioural intention to use generative artificial intelligence: Quantitative research,2025,https://doi.org/10.15678/EBER.2025.130101,I,,Tab1_IRR
REC_11073,Factors affecting Indonesian pre-service EFL teachers' AI acceptance and use,2025,https://doi.org/10.1590/1983-3652.2025.57135,I,,Tab1_IRR
REC_11293,The Use of ChatGPT in Academic Writing by University Students in Jordan,2025,https://doi.org/10.18178/ijiet.2025.15.7.2348,I,,Tab2_AutoINC_R1
REC_11299,Unleashing the determinants of adoption of ChatGPT in medical education: A student perspective,2025,https://doi.org/10.18231/j.ijfcm.11419.1758619569,I,,Tab2_AutoINC_R1
REC_11401,Integrating AI in Academia: A SEM Evaluation of Research Scholars’ Usage Intentions on ChatGPT,2025,https://doi.org/10.18870/hlrc.v15i2.1598,I,,Tab2_AutoINC_R1
REC_11462,The impact of artificial intelligence on maker education: Motivation and technology acceptance in teacher training,2025,https://doi.org/10.20448/jeelr.v12i2.6893,I,,Tab2_AutoINC_R1
REC_11946,Acceptance of AI-Powered Chatbots Among Physiotherapy Students: International Cross-Sectional Study,2025,https://doi.org/10.2196/76574,I,,Tab1_IRR
REC_12164,Factors Driving ChatGPT Adoption in Higher Education: A UTAUT-Based Analysis of Student Behavioural Intentions,2025,https://ajue.uitm.edu.my/wp-content/uploads/2025/06/42-Tehreem-Factors-Driving-ChatGPT-Adoption.pdf,I,,Tab2_AutoINC_R1
REC_12170,FACTORS INFLUENCING ARTIFICIAL INTELLIGENCE (AI) ADOPTION AMONG MALAYSIAN STUDENTS: A PARTIAL LEAST SQUARE-STRUCTURAL EQUATION MODELING APPROACH,2025,https://doi.org/10.24200/jonus.vol10iss2pp475-493,I,,Tab2_Blue
REC_12266,Determinants of Generative AI Adoption in Higher Education: A Social Science Perspective on Thai Faculty Behavioral Intentions,2025,https://doi.org/10.26417/bamx9m98,I,,Tab2_AutoINC_R1
REC_12366,A MODEL FOR THE ADOPTION OF ARTIFICIAL INTELLIGENCE IN INCLUSIVE EDUCATION: AN EXPLORATORY STUDY OF KEY FACTORS AND EXPERT INSIGHTS,2025,https://doi.org/10.28945/5612,I,,Tab2_AutoINC_R1
REC_12381,Predicting EFL Students’ Use of Artificial Intelligence Tool in Advancing Their Writing Skills,2025,https://doi.org/10.28991/ESJ-2025-SIED1-018,I,,Tab2_AutoINC_R1
REC_12458,Investigating EFL Learners’ Perceptions of Using AI to Enhance English Vocabulary Acquisition Based on The Technology Acceptance Model,2025,https://doi.org/10.30564/fls.v7i2.8593,I,,Tab2_AutoINC_R1
REC_12496,Higher education students' ChatGPT use behavior: Structural equation modelling of contributing factors through a modified UTAUT model,2025,https://doi.org/10.30935/cedtech/17243,I,,Tab2_AutoINC_R1
REC_12680,Factors Influencing International Students' Adoption of Generative Artificial Intelligence: The Mediating Role of Perceived Values and Attitudes,2025,https://doi.org/10.32674/fnwdpn48,I,,Tab2_AutoINC_R1
REC_12813,Faculty acceptance and use of generative artificial intelligence in their practice,2025,https://doi.org/10.3389/feduc.2025.1427450,I,,Tab2_AutoINC_R1
REC_12837,The moderating role of ethnic culture on adoption intention of generative artificial intelligence among university students,2025,https://doi.org/10.3389/feduc.2025.1622620,I,,Tab1_IRR
REC_12844,Exploring the acceptance of ChatGPT in higher education: a comprehensive quantitative study of university students and faculty,2025,https://doi.org/10.3389/feduc.2025.1652292,I,,Tab2_AutoINC_R1
REC_12850,Motivational and appraisal factors shaping generative AI use and intention in Austrian higher education students and teachers,2025,https://doi.org/10.3389/feduc.2025.1677827,I,,Tab2_AutoINC_R1
REC_12853,Adoption intention of generative artificial intelligence among Chinese college students: an extended TAM-UTAUT2 model from the four-helix perspective,2025,https://doi.org/10.3389/feduc.2025.1686408,I,,Tab2_AutoINC_R1
REC_12854,Balancing generative AI integration and faculty well-being: evidence from Chinese higher education,2025,https://doi.org/10.3389/feduc.2025.1688902,I,,Tab2_AutoINC_R1
REC_13303,Exploring pre-service music teachers' acceptance of generative artificial intelligence: a PLS-SEM-ANN approach,2025,https://doi.org/10.3389/fpsyg.2025.1571279,I,,Tab1_IRR
REC_13312,"Exploring AI tool adoption in higher education: evidence from a PLS-SEM model integrating multimodal literacy, self-efficacy, and university support",2025,https://doi.org/10.3389/fpsyg.2025.1619391,I,,Tab1_IRR
REC_13556,Prediction of the Use of Generative Artificial Intelligence Through ChatGPT Among Costa Rican University Students: A PLS Model Based on UTAUT2,2025,https://doi.org/10.3390/app15063363,I,,Tab2_AutoINC_R1
REC_13564,Academic Level as a Moderator in University Students' Acceptance of Educational AI Chatbots: An Extended TAM3 Model,2025,https://doi.org/10.3390/app151910603,I,,Tab2_AutoINC_R1
REC_13573,Examining the Acceptance and Use of AI-Based Assistive Technology Among University Students with Visual Disability: The Moderating Role of Physical Self-Esteem,2025,https://doi.org/10.3390/bioengineering12101095,I,,Tab1_IRR
REC_13643,Examining the Influence of AI on Python Programming Education: An Empirical Study and Analysis of Student Acceptance Through TAM3,2025,https://doi.org/10.3390/computers14100411,I,,Tab2_AutoINC_R1
REC_13706,Mindsets Matter: A Mediation Analysis of the Role of a Technological Growth Mindset in Generative Artificial Intelligence Usage in Higher Education,2025,https://doi.org/10.3390/educsci15030310,I,,Tab3_R1
REC_13714,Generative AI as a Cognitive Co-Pilot in English Language Learning in Higher Education,2025,https://doi.org/10.3390/educsci15060686,I,,Tab1_IRR
REC_13717,ChatGPT or Human Mentors? Student Perceptions of Technology Acceptance and Use and the Future of Mentorship in Higher Education,2025,https://doi.org/10.3390/educsci15060746,I,,Tab3_R1
REC_13718,Habit Predicting Higher Education EFL Students' Intention and Use of AI: A Nexus of UTAUT-2 Model and Metacognition Theory,2025,https://doi.org/10.3390/educsci15060756,I,,Tab3_R1
REC_13723,Learners' Acceptance of ChatGPT in School,2025,https://doi.org/10.3390/educsci15070904,I,,Tab2_AutoINC_R1
REC_13727,Exploring Generation Z's Acceptance of Artificial Intelligence in Higher Education: A TAM and UTAUT-Based PLS-SEM and Cluster Analysis,2025,https://doi.org/10.3390/educsci15081044,I,,Tab3_R1
REC_13734,Factors Influencing the Reported Intention of Higher Vocational Computer Science Students in China to Use AI After Ethical Training: A Study in Guangdong Province,2025,https://doi.org/10.3390/educsci15111431,I,,Tab3_R1
REC_13753,Responses to the AI Revolution in Hospitality and Tourism Higher Education: The Perception of Students Towards Accepting and Using Microsoft Copilot,2025,https://doi.org/10.3390/ejihpe15030035,I,,Tab3_R1
REC_13780,Modeling Student Acceptance of AI Technologies in Higher Education: A Hybrid SEM-ANN Approach,2025,https://doi.org/10.3390/fi17120581,I,,Tab2_Blue
REC_13884,Determinants of ChatGPT Adoption Intention in Higher Education: Expanding on TAM with the Mediating Roles of Trust and Risk,2025,https://doi.org/10.3390/info16020082,I,,Tab2_AutoINC_R1
REC_13887,"Trust in Generative AI Tools: A Comparative Study of Higher Education Students, Teachers, and Researchers",2025,https://doi.org/10.3390/info16070622,I,,Tab2_AutoINC_R1
REC_13975,Artificial Intelligence Adoption Amongst Digitally Proficient Trainee Teachers: A Structural Equation Modelling Approach,2025,https://doi.org/10.3390/socsci14060355,I,,Tab2_AutoINC_R1
REC_14103,Exploring the Determinants of the Sustainable Use of Artificial Intelligence in Peruvian University Teachers: A Structural Equation Modeling Analysis,2025,https://doi.org/10.3390/su17072834,I,,Tab2_AutoINC_R1
REC_14110,Sustainable AI Solutions for Empowering Visually Impaired Students: The Role of Assistive Technologies in Academic Success,2025,https://doi.org/10.3390/su17125609,I,,Tab3_R1
REC_14177,Research Article A detailed examination of faculty acceptance of artificial intelligence: Insights from key variables,2025,https://doi.org/10.33902/jpsp.202534245,I,,Tab2_AutoINC_R1
REC_14209,Determinants of Student Adoption of Generative AI in Higher Education,2025,https://doi.org/10.34190/ejel.23.1.3599,I,,Tab2_AutoINC_R1
